Seq_id	Size	Description
1	4553770	gi|384137007|ref|NC_017168.1|
2	4504254	gi|162418099|ref|NC_010159.1|
3	4702289	gi|108777911|gb|CP000308.1|
4	4532063	gi|384412706|ref|NC_017265.1|
5	4595065	gi|45439865|ref|NC_005810.1|
6	4653728	gi|30407161|emb|AL590842.1|
7	4640720	gi|384120592|ref|NC_017154.1|
8	4626944	gi|384124469|ref|NC_017160.1|
9	4600755	gi|22123922|ref|NC_004088.1|
10	4534590	gi|108773814|gb|CP000305.1|
11	4517345	gi|145597324|ref|NC_009381.1|
12	4553586	gi|294352569|gb|CP001593.1|
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
1	-	2486855	2484902	1954
1	+	409511	411464	1954
1	+	4200079	4202032	1954
1	-	490883	488930	1954
1	-	532670	530717	1954
1	+	4154298	4156251	1954
1	+	645279	647232	1954
1	-	704766	702813	1954
1	-	4038567	4036614	1954
1	-	91761	89808	1954
1	-	199102	197171	1932
1	-	248350	246397	1954
1	-	1341964	1339783	2182
1	-	3932491	3930538	1954
1	-	1437427	1435996	1432
1	-	1525062	1523109	1954
1	-	1549888	1547935	1954
1	-	859377	857424	1954
1	-	921994	920041	1954
1	-	999514	997561	1954
1	-	1066762	1064809	1954
1	-	3104407	3102454	1954
1	+	3067802	3069755	1954
1	+	3523601	3525554	1954
1	-	4426761	4424808	1954
1	+	4511162	4513115	1954
1	-	3466954	3465001	1954
1	+	3396041	3397994	1954
1	-	3312195	3310242	1954
1	-	2793571	2791618	1954
1	+	1806972	1808925	1954
1	+	2711520	2713473	1954
1	+	2934304	2936257	1954
1	+	3682451	3684404	1954
1	+	2134756	2136709	1954
1	-	3730213	3728260	1954
1	+	1920440	1922391	1952
1	-	2187546	2185593	1954
1	+	2082775	2084728	1954
1	-	2279470	2277517	1954
1	-	3815048	3813095	1954
1	+	2620041	2621994	1954
1	+	1758928	1760881	1954
1	+	2097381	2099272	1892
2	-	3552464	3550837	1628
2	-	4413806	4411853	1954
2	+	3480319	3482272	1954
2	-	3124513	3122560	1954
2	+	2012165	2013792	1628
2	+	3610228	3611855	1628
2	+	1289406	1291033	1628
2	-	1228677	1227056	1622
2	+	135517	137471	1955
2	-	1495508	1493881	1628
2	+	2507999	2509952	1954
2	+	2645394	2647330	1937
2	-	1075707	1073754	1954
2	-	1979308	1977355	1954
2	+	909745	911698	1954
2	-	331933	329980	1954
2	+	1679835	1681462	1628
2	+	2112312	2114265	1954
2	-	84338	82385	1954
2	+	39330	40957	1628
2	-	2274074	2272121	1954
2	-	4205549	4203596	1954
2	-	3020707	3019329	1379
2	-	3053986	3052033	1954
2	+	4313648	4315275	1628
2	-	3662978	3661047	1932
2	+	3701668	3703621	1954
2	+	3855554	3857501	1948
2	+	3755516	3757143	1628
2	-	2164123	2162170	1954
2	+	3895374	3897058	1685
2	-	553641	552188	1454
2	-	639188	637235	1954
2	-	4034599	4032646	1954
2	-	2707011	2705058	1954
2	-	2932015	2930062	1954
2	+	2251535	2253488	1954
2	-	3407996	3406043	1954
2	-	472910	470957	1954
2	+	3340156	3342109	1954
2	-	2805089	2803136	1954
2	+	694327	696280	1954
2	+	1350055	1352008	1954
2	+	1360486	1362113	1628
3	-	3096637	3094684	1954
3	-	1523246	1521293	1954
3	-	2323093	2321140	1954
3	+	1826298	1828251	1954
3	+	1722160	1724113	1954
3	+	2099001	2100954	1954
3	-	2053394	2051441	1954
3	+	2011394	2013347	1954
3	-	1874409	1872456	1954
3	+	2380507	2382460	1954
3	-	1956034	1954081	1954
3	-	1651215	1649262	1954
3	+	694799	696752	1954
3	+	649018	650971	1954
3	-	588911	586958	1954
3	-	869889	867936	1954
3	-	108183	106304	1880
3	-	202940	201284	1657
3	+	832252	834205	1954
3	+	253317	255270	1954
3	-	292714	290761	1954
3	+	790613	792566	1954
3	-	7419	5466	1954
3	-	514628	512697	1932
3	-	3058697	3056744	1954
3	-	3007639	3005686	1954
3	-	2919115	2917162	1954
3	-	2848655	2846702	1954
3	-	2787697	2785744	1954
3	-	2739932	2737979	1954
3	+	1579060	1580952	1893
3	+	2657949	2659902	1954
3	-	2554708	2552755	1954
3	+	2494447	2496400	1954
3	+	447732	449687	1956
3	+	409130	411083	1954
3	+	3498269	3500222	1954
3	-	3417148	3415195	1954
3	+	3362773	3364726	1954
3	-	3271315	3269361	1955
3	+	3185817	3187770	1954
3	+	1375706	1377659	1954
3	+	2148784	2150468	1685
3	+	4216230	4218485	2256
3	-	3950131	3948178	1954
3	+	4321228	4323181	1954
3	-	4391017	4389064	1954
3	+	4455133	4457086	1954
3	-	3580473	3578520	1954
3	-	3607547	3605843	1705
3	-	3919891	3917938	1954
3	-	1257767	1255814	1954
3	+	3698193	3700146	1954
3	+	3847677	3849630	1954
3	-	4631432	4629479	1954
3	-	1309466	1307513	1954
3	+	4613165	4615118	1954
3	-	3740718	3738765	1954
3	+	3822842	3824795	1954
3	-	4547120	4545167	1954
3	+	1191058	1193011	1954
3	-	1420491	1418538	1954
3	+	1472448	1474400	1953
3	-	3991991	3990038	1954
3	-	1058034	1056081	1954
3	-	4030185	4028232	1954
3	-	2255182	2253229	1954
3	+	4069056	4071009	1954
3	-	1119612	1117659	1954
4	+	173426	175379	1954
4	-	3454869	3452916	1954
4	-	56105	54152	1954
4	+	1565119	1567072	1954
4	-	3104156	3102203	1954
4	+	2458457	2460410	1954
4	-	3629509	3627556	1954
4	+	1765333	1767286	1954
4	-	2715266	2713313	1954
4	-	467184	465231	1954
4	-	4113166	4111213	1954
4	-	4082920	4080967	1954
4	+	3948501	3950447	1947
4	-	2647681	2645728	1954
4	-	2091696	2089743	1954
4	-	750514	748561	1954
4	+	2299550	2301503	1954
4	-	596562	594609	1954
4	-	1440629	1438676	1954
4	+	1367301	1369232	1932
4	+	2175001	2176952	1952
4	+	1133612	1135565	1954
4	+	506058	508012	1955
4	-	442358	440405	1954
4	-	1001190	999259	1932
4	-	3210583	3208630	1954
4	-	1995683	1993999	1685
4	+	3367257	3369210	1954
5	+	39065	41018	1954
5	-	3676871	3674918	1954
5	-	1794156	1792203	1954
5	+	93143	95096	1954
5	+	1651825	1653778	1954
5	-	1150647	1148694	1954
5	+	252363	254299	1937
5	+	1897439	1899392	1954
5	+	936606	938559	1954
5	-	2431138	2429185	1954
5	+	2026887	2028840	1954
5	-	2335479	2333526	1954
5	-	2148071	2146118	1954
5	-	3070811	3068858	1954
5	-	4323840	4321887	1954
5	-	3143232	3141279	1954
5	-	4114666	4112713	1954
5	+	3205783	3207736	1954
5	+	3785733	3787686	1954
5	+	4010880	4012831	1952
5	+	2716494	2718447	1954
5	-	2801388	2799435	1954
5	-	1471094	1469141	1954
5	+	425439	427392	1954
5	-	1255618	1253665	1954
5	+	467372	469325	1954
5	-	3652755	3650802	1954
5	-	585988	584326	1663
5	+	694852	696803	1952
5	+	731098	733051	1954
6	-	3627211	3625258	1954
6	-	3664586	3662695	1892
6	+	4520044	4521997	1954
6	+	3574421	3576374	1954
6	+	3482499	3484450	1952
6	+	4211964	4213917	1954
6	-	3952334	3950381	1954
6	-	4000643	3998764	1880
6	+	4134760	4136713	1954
6	+	4236790	4238743	1954
6	-	3838865	3836912	1954
6	+	39270	41223	1954
6	-	3050888	3048935	1954
6	+	105579	107532	1954
6	-	2828132	2826179	1954
6	+	2968865	2970818	1954
6	-	3142383	3140430	1954
6	+	3275087	3277040	1954
6	+	1928873	1930826	1954
6	-	1976635	1974682	1954
6	+	1620416	1622369	1954
6	-	1147882	1145929	1954
6	+	612967	614920	1954
6	+	2294862	2296815	1954
6	-	2694631	2692678	1954
6	+	571185	573138	1954
6	+	401048	403001	1954
6	+	1013513	1015466	1954
6	+	2450198	2452151	1954
6	-	695668	693715	1954
6	-	2238215	2236265	1951
6	+	906172	908103	1932
6	-	192004	190051	1954
6	+	856931	858884	1954
6	-	1994513	1992560	1954
6	+	2658026	2659979	1954
6	+	245726	247679	1954
6	+	1232283	1234236	1954
6	-	2366191	2364238	1954
6	+	1726580	1728531	1952
6	-	2137412	2135459	1954
6	-	1504694	1502741	1954
6	+	1844272	1845976	1705
6	+	1278063	1280016	1954
7	+	3272492	3274445	1954
7	+	1631929	1633882	1954
7	+	4223585	4225538	1954
7	+	1930198	1932151	1954
7	+	39268	41221	1954
7	-	2827605	2825652	1954
7	-	1139186	1137233	1954
7	-	2237793	2235839	1955
7	-	2136980	2135027	1954
7	-	1089889	1087958	1932
7	+	2447101	2449053	1953
7	+	4506946	4508899	1954
7	+	608626	610579	1954
7	-	1977960	1976007	1954
7	+	4073239	4075193	1955
7	-	3619999	3618046	1954
7	-	3041002	3039049	1954
7	+	3181840	3183793	1954
7	+	242729	244682	1954
7	+	566830	568783	1954
7	+	1269356	1271308	1953
7	-	3829611	3827658	1954
7	+	1873858	1875811	1954
7	+	1223572	1225525	1954
7	-	2363093	2361140	1954
7	+	4198819	4200772	1954
7	+	855100	857053	1954
7	+	396701	398653	1953
7	+	2960316	2962270	1955
7	-	2626415	2624462	1954
8	+	3163786	3165739	1954
8	-	2608257	2606304	1954
8	+	2560510	2562463	1954
8	-	3031091	3029138	1954
8	+	2950427	2952380	1954
8	+	39328	41281	1954
8	+	2781450	2783403	1954
8	-	1141857	1139904	1954
8	+	3254417	3256370	1954
8	-	1092560	1090629	1932
8	+	569004	570957	1954
8	+	2174920	2176873	1954
8	+	398900	400853	1954
8	-	1482371	1480418	1954
8	+	2300095	2302048	1954
8	-	3641157	3639204	1954
8	-	1528039	1526086	1954
8	-	3603896	3601943	1954
8	+	610815	612768	1954
8	+	2400922	2402874	1953
8	-	3540184	3538232	1953
8	+	4209671	4211624	1954
8	+	244766	246718	1953
8	+	4184845	4186798	1954
8	+	1612425	1614378	1954
8	+	4493097	4495048	1952
8	+	1849322	1851274	1953
8	-	1906876	1904923	1954
8	-	3815708	3813755	1954
8	-	134388	132435	1954
8	+	857208	859161	1954
8	-	3929177	3927224	1954
8	-	2090898	2088945	1954
9	-	3402543	3400590	1954
9	-	1468227	1466274	1954
9	-	122106	120157	1950
9	-	3775957	3774004	1954
9	+	2044214	2046167	1954
9	-	508925	506972	1954
9	+	54623	56557	1935
9	+	2838109	2840062	1954
9	-	1719622	1717669	1954
9	+	1844065	1845991	1927
9	+	4466830	4468783	1954
9	+	2578588	2580541	1954
9	+	2226433	2228386	1954
9	+	1365154	1367107	1954
9	+	2140310	2142163	1854
9	+	1014091	1016044	1954
9	-	4219542	4217589	1954
9	-	3094910	3092957	1954
9	+	726408	728361	1954
9	+	572558	574512	1955
9	-	3027278	3025325	1954
9	+	1258775	1260728	1954
9	-	4151988	4150035	1954
9	+	839604	841555	1952
9	+	3536196	3538127	1932
9	-	533751	531798	1954
9	-	4007572	4005619	1954
9	-	4249081	4247128	1954
9	+	2679386	2681339	1954
9	+	2453292	2455245	1954
9	+	1051352	1053305	1954
9	-	3463095	3461141	1955
9	-	305463	303510	1954
9	-	1135341	1133685	1657
